TG-43 Brachytherapy Source Data
-------------------------------
Version: 1
Reference: https://physics.carleton.ca/clrp/seed_database/Ir192_HDR/microSelectron_v1
Type: HDR
Nuclide: Ir-192
Vendor: Nucletron
Model: microSelectron-v1 (classic)
Dose Rate Constant: 1.117
Source Length (cm): 0.35

Radial Dose Function
--------------------
0.20,0.986,0.818
0.25,0.988,0.871
0.30,0.988,0.904
0.40,0.991,0.943
0.50,0.991,0.963
0.60,0.993,0.976
0.70,0.992,0.982
0.75,0.995,0.987
0.80,0.995,0.990
0.90,0.993,0.991
1.00,1.000,1.000
1.25,0.997,1.001
1.50,0.998,1.003
1.75,1.000,1.007
2.00,1.002,1.009
2.50,1.001,1.009
3.00,1.002,1.011
3.50,1.003,1.012
4.00,1.002,1.012
4.50,1.000,1.009
5.00,0.997,1.006
6.00,0.990,1.000
7.00,0.980,0.990
8.00,0.966,0.976
9.00,0.952,0.961
10.00,0.937,0.946
11.00,0.917,0.926
12.00,0.896,0.905
13.00,0.872,0.881
14.00,0.847,0.856
15.00,0.821,0.830
16.00,0.797,0.805
17.00,0.768,0.776
18.00,0.739,0.746
19.00,0.710,0.717
20.00,0.683,0.690
end radial dose function data

Anisotropy Function
-------------------
0,0.25,0.50,1.00,2.00,3.00,4.00,5.00,7.50,10.00,12.50,15.00,20.00
0,-,0.664,0.626,0.634,0.655,0.677,0.697,0.743,0.776,0.800,0.819,0.847
1,-,0.663,0.624,0.638,0.661,0.683,0.704,0.746,0.779,0.804,0.822,0.850
2,-,0.663,0.625,0.646,0.669,0.691,0.713,0.754,0.784,0.807,0.827,0.850
3,-,0.664,0.636,0.656,0.681,0.701,0.722,0.762,0.791,0.813,0.832,0.854
5,-,0.675,0.658,0.679,0.701,0.719,0.738,0.775,0.799,0.821,0.839,0.859
7,-,0.697,0.684,0.702,0.724,0.740,0.759,0.790,0.814,0.832,0.848,0.868
10,-,0.733,0.722,0.739,0.759,0.773,0.789,0.816,0.835,0.850,0.863,0.879
12,-,0.757,0.748,0.764,0.780,0.792,0.807,0.830,0.848,0.861,0.874,0.887
15,-,0.793,0.783,0.796,0.811,0.821,0.832,0.851,0.865,0.877,0.887,0.897
20,-,0.842,0.836,0.844,0.855,0.862,0.871,0.884,0.894,0.901,0.908,0.918
25,-,0.880,0.871,0.879,0.888,0.891,0.897,0.908,0.915,0.920,0.926,0.933
30,-,0.906,0.898,0.905,0.912,0.915,0.918,0.928,0.930,0.935,0.940,0.941
35,-,0.928,0.921,0.927,0.932,0.936,0.940,0.945,0.947,0.948,0.955,0.955
40,-,0.947,0.936,0.943,0.948,0.948,0.953,0.955,0.956,0.959,0.962,0.964
45,-,0.959,0.953,0.958,0.962,0.962,0.966,0.968,0.968,0.967,0.971,0.970
50,-,0.969,0.965,0.968,0.971,0.972,0.975,0.977,0.975,0.976,0.978,0.976
55,0.984,0.976,0.971,0.977,0.980,0.979,0.980,0.982,0.983,0.983,0.985,0.980
60,0.988,0.983,0.978,0.984,0.988,0.988,0.989,0.989,0.989,0.987,0.989,0.988
65,0.992,0.988,0.986,0.989,0.991,0.989,0.993,0.996,0.993,0.991,0.991,0.993
